id,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,like,d_like,met,decision,decision_o,match,field_encoded
3108,1,9,male,24,25,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,9,5,very important,important,PHYSICS,16,17,17,17,17,16,important,important,important,important,important,important,7,8,9,6,9,5,average,average,high,average,high,low,21,5,23,13,18,21,very important,not important,very important,not important,important,very important,7,6,3,10,10,average,average,low,high,high,6,6,6,5,6,5,average,average,average,low,average,low,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,high,low,low,average,high,high,average,low,average,low,low,low,average,average,average,average,low,0,[0-0.33],5,low,0,1,0,0,68
3110,1,9,male,26,27,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,15,19,19,19,13,13,important,important,important,important,not important,not important,9,10,9,9,8,9,high,high,high,high,average,high,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,7,8,7,7,4,7,average,average,average,average,low,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[0-0.33],7,average,0,1,0,0,7
3111,1,9,male,26,25,1,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,18,18,18,16,16,16,important,important,important,important,important,important,6,7,7,7,7,8,average,average,average,average,average,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,8,7,7,5,5,7,average,average,average,low,low,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[0-0.33],7,average,0,1,1,1,7
3112,1,9,male,26,24,2,small age difference,European/Caucasian-American,Other,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,14,18,20,18,16,14,not important,important,important,important,important,not important,7,7,8,6,7,4,average,average,average,average,average,low,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,6,8,6,5,5,6,average,average,average,low,low,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,1,[0.33-1],6,average,0,1,0,0,7
3113,1,9,male,26,23,3,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,15,19,17,19,10,19,important,important,important,important,not important,important,5,4,5,4,4,4,low,low,low,low,low,low,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,3,6,5,5,5,3,low,average,low,low,low,low,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[-1-0],4,low,0,0,0,0,7
3114,1,9,male,26,30,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,18,18,20,12,20,12,important,important,important,not important,important,not important,9,10,10,10,9,10,high,high,high,high,high,high,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,6,6,6,6,5,5,average,average,average,average,low,low,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,1,[0.33-1],6,average,0,1,1,1,7
3117,1,9,male,26,22,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,15,19,19,19,15,12,important,important,important,important,important,not important,8,8,9,7,8,5,average,average,high,average,average,low,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,4,7,7,5,5,5,low,average,average,low,low,low,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[0-0.33],6,average,0,0,0,0,7
3119,1,9,male,26,26,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,20,16,18,16,18,14,important,important,important,important,important,not important,7,8,9,8,8,8,average,average,high,average,average,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,6,6,8,6,7,5,average,average,average,average,average,low,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,1,[0.33-1],6,average,0,1,0,0,7
3120,1,9,male,26,23,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,15,17,19,19,12,17,important,important,important,important,not important,important,6,6,6,6,6,6,average,average,average,average,average,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,8,7,7,6,5,5,average,average,average,average,low,low,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,1,[0.33-1],6,average,0,1,0,0,7
3122,1,9,male,26,23,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,17,13,17,19,19,13,important,not important,important,important,important,not important,9,9,9,10,9,8,high,high,high,high,high,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,8,6,8,9,5,8,average,average,average,high,low,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[0-0.33],8,average,0,1,1,1,7
3123,1,9,male,26,25,1,no age difference,European/Caucasian-American,Black/African American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,12,13,19,19,19,17,not important,not important,important,important,important,important,8,9,9,9,9,9,average,high,high,high,high,high,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,7,7,7,7,6,7,average,average,average,average,average,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,1,[0.33-1],7,average,0,1,1,1,7
3126,1,9,male,26,28,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,16,16,18,18,16,15,important,important,important,important,important,not important,6,10,9,10,7,7,average,high,high,high,average,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,6,5,7,7,5,5,average,low,average,average,low,low,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[0-0.33],6,average,1,1,1,1,7
3127,1,9,male,26,27,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,14,18,18,16,18,14,not important,important,important,important,important,not important,8,8,9,8,9,6,average,average,high,average,high,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,8,8,8,8,6,7,average,average,average,average,average,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,0,[0-0.33],8,average,0,1,1,1,7
3128,1,9,male,26,25,1,no age difference,European/Caucasian-American,Latino/Hispanic American,0,1,1,not important,not important,BUSINESS/ECONOMICS/FINANCE,16,17,17,17,17,16,important,important,important,important,important,important,8,8,8,8,10,8,average,average,average,average,high,average,16,16,19,16,16,16,important,important,important,important,important,important,7,7,6,9,6,average,average,average,high,average,7,6,7,6,5,7,average,average,average,average,low,average,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,average,low,average,average,average,average,low,low,average,average,low,average,average,average,high,low,high,1,[0.33-1],7,average,0,1,0,0,7
3129,1,9,male,25,24,1,no age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,16,16,20,16,18,14,important,important,important,important,important,not important,6,10,10,9,10,7,average,high,high,high,high,average,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,5,8,8,7,9,0,low,average,average,average,high,low,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[-1-0],2,low,0,0,0,0,40
3130,1,9,male,25,27,2,small age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,15,19,19,19,13,13,important,important,important,important,not important,not important,5,10,9,8,9,6,low,high,high,average,high,average,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,8,8,9,10,8,9,average,average,high,high,average,high,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,1,[0.33-1],9,high,0,1,0,0,40
3132,1,9,male,25,24,1,no age difference,Other,Other,1,1,1,not important,not important,INTERNATIONAL AFFAIRS,14,18,20,18,16,14,not important,important,important,important,important,not important,7,7,7,7,7,5,average,average,average,average,average,low,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,8,8,7,8,9,10,average,average,average,average,high,high,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[0-0.33],9,high,0,1,0,0,40
3133,1,9,male,25,23,2,small age difference,Other,Asian/Pacific Islander/Asian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,15,19,17,19,10,19,important,important,important,important,not important,important,3,2,8,4,5,4,low,low,average,low,low,low,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,8,8,8,9,8,8,average,average,average,high,average,average,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[-1-0],7,average,0,0,0,0,40
3134,1,9,male,25,30,5,medium age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,18,18,20,12,20,12,important,important,important,not important,important,not important,2,10,8,10,8,7,low,high,average,high,average,average,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,8,6,7,6,7,2,average,average,average,average,average,low,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[0-0.33],2,low,0,0,0,0,40
3136,1,9,male,25,25,0,no age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,15,17,17,17,17,15,important,important,important,important,important,important,3,8,8,3,8,3,low,average,average,low,average,low,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,10,10,10,10,10,10,high,high,high,high,high,high,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[0-0.33],10,high,0,1,0,0,40
3137,1,9,male,25,22,3,small age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,15,19,19,19,15,12,important,important,important,important,important,not important,5,9,9,7,8,4,low,high,high,average,average,low,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,8,8,8,8,8,8,average,average,average,average,average,average,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[-1-0],8,average,0,1,0,0,40
3138,1,9,male,25,22,3,small age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,16,20,18,20,18,8,important,important,important,important,important,not important,3,9,9,7,9,6,low,high,high,average,high,average,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,9,9,9,8,8,9,high,high,high,average,average,high,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,-1,[-1-0],9,high,0,1,0,0,40
3139,1,9,male,25,26,1,no age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,20,16,18,16,18,14,important,important,important,important,important,not important,4,7,9,6,8,8,low,average,high,average,average,average,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,7,8,8,8,10,7,average,average,average,average,high,average,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[0.33-1],8,average,0,0,0,0,40
3140,1,9,male,25,23,2,small age difference,Other,European/Caucasian-American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,15,17,19,19,12,17,important,important,important,important,not important,important,8,8,8,7,6,6,average,average,average,average,average,average,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,8,10,10,10,10,10,average,high,high,high,high,high,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,1,[0.33-1],10,high,0,1,1,1,40
3141,1,9,male,25,31,6,medium age difference,Other,Black/African American,0,1,1,not important,not important,INTERNATIONAL AFFAIRS,15,17,21,19,17,12,not important,important,very important,important,important,not important,9,10,10,10,9,9,high,high,high,high,high,high,17,17,17,17,15,19,important,important,important,important,not important,important,10,10,10,10,10,high,high,high,high,high,10,10,10,10,10,10,high,high,high,high,high,high,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,high,high,low,high,high,high,high,average,average,high,low,low,low,low,high,low,low,0,[0.33-1],10,high,1,1,1,1,40
